Cell_no.	Sw	Sn	k	phi	vol	alpha	n	Swr	Snr	Snr_m	Ss
5511	1.057777778	0	4.62632E-13	0.25	10	0.000214271	1.968485297	0.119219182	0	0.02	0.001
5512	1.057575758	0	3.58377E-13	0.25	10	0.000207504	1.933758175	0.124581458	0	0.02	0.001
5513	1.057373737	0	2.05126E-13	0.25	10	0.000192718	1.857875661	0.136298611	0	0.02	0.001
5514	1.057171717	0	4.00511E-13	0.25	10	0.00021045	1.948875253	0.122247204	0	0.02	0.001
5515	0.556969697	0.5	4.00511E-13	0.25	10	0.00021045	1.948875253	0.122247204	0	0.02	0.001
5516	1.056767677	0	2.63914E-14	0.25	10	0.000138378	1.578996011	0.17936091	0	0.02	0.001
5517	1.056565657	0	2.63914E-14	0.25	10	0.000138378	1.578996011	0.17936091	0	0.02	0.001
5518	1.056363636	0	2.63914E-14	0.25	10	0.000138378	1.578996011	0.17936091	0	0.02	0.001
5519	1.056161616	0	7.17541E-14	0.25	10	0.000164883	1.715023982	0.158356591	0	0.02	0.001
5520	1.055959596	0	4.44231E-14	0.25	10	0.000152177	1.649813999	0.16842578	0	0.02	0.001
5521	1.055757576	0	2.2024E-12	0.25	10	0.000255621	2.180696001	0.086451353	0	0.02	0.001
5522	1.055555556	0	2.2024E-12	0.25	10	0.000255621	2.180696001	0.086451353	0	0.02	0.001
5523	1.055353535	0	4.32973E-13	0.25	10	0.000212515	1.959474302	0.120610586	0	0.02	0.001
5524	1.055151515	0	6.19741E-13	0.25	10	0.000222019	2.008247615	0.113079412	0	0.02	0.001
5525	1.054949495	0	4.18456E-13	0.25	10	0.000211611	1.954836211	0.121326762	0	0.02	0.001
5526	1.054747475	0	1.8725E-13	0.25	10	0.000190302	1.845474866	0.13821344	0	0.02	0.001
5527	1.054545455	0	3.2119E-13	0.25	10	0.000204601	1.918859198	0.126882036	0	0.02	0.001
5528	1.054343434	0	3.2119E-13	0.25	10	0.000204601	1.918859198	0.126882036	0	0.02	0.001
5529	1.054141414	0	4.02301E-13	0.25	10	0.000210568	1.949481919	0.122153527	0	0.02	0.001
5530	1.053939394	0	7.70638E-14	0.25	10	0.000166775	1.724732723	0.156857447	0	0.02	0.001
5531	1.053737374	0	7.70638E-14	0.25	10	0.000166775	1.724732723	0.156857447	0	0.02	0.001
5532	1.053535354	0	5.93016E-13	0.25	10	0.000220851	2.002252685	0.1140051	0	0.02	0.001
5533	1.053333333	0	7.90761E-13	0.25	10	0.000228477	2.041389947	0.107961846	0	0.02	0.001
5534	1.053131313	0	1.98885E-13	0.25	10	0.0001919	1.853673569	0.136947464	0	0.02	0.001
5535	1.052929293	0	1.98885E-13	0.25	10	0.0001919	1.853673569	0.136947464	0	0.02	0.001
5536	1.052727273	0	2.43037E-13	0.25	10	0.000197212	1.880939454	0.13273729	0	0.02	0.001
5537	1.052525253	0	5.04851E-13	0.25	10	0.000216585	1.980362488	0.117385204	0	0.02	0.001
5538	1.052323232	0	1.38057E-12	0.25	10	0.000243244	2.117176995	0.096259435	0	0.02	0.001
5539	1.052121212	0	5.14752E-13	0.25	10	0.0002171	1.9830039	0.116977339	0	0.02	0.001
5540	1.051919192	0	4.70145E-13	0.25	10	0.000214698	1.970676119	0.118880893	0	0.02	0.001
5541	1.051717172	0	2.10247E-13	0.25	10	0.000193372	1.861229245	0.135780778	0	0.02	0.001
5542	1.051515152	0	1.14666E-12	0.25	10	0.000238325	2.091929904	0.100157882	0	0.02	0.001
5543	1.051313131	0	2.31191E-13	0.25	10	0.000195888	1.87414388	0.133786607	0	0.02	0.001
5544	1.051111111	0	2.31191E-13	0.25	10	0.000195888	1.87414388	0.133786607	0	0.02	0.001
5545	1.050909091	0	2.09956E-13	0.25	10	0.000193335	1.861041	0.135809846	0	0.02	0.001
5546	1.050707071	0	2.02568E-13	0.25	10	0.000192386	1.856169212	0.136562107	0	0.02	0.001
5547	1.050505051	0	2.02568E-13	0.25	10	0.000192386	1.856169212	0.136562107	0	0.02	0.001
5548	1.05030303	0	1.38048E-12	0.25	10	0.000243242	2.117168379	0.096260765	0	0.02	0.001
5549	1.05010101	0	3.20596E-13	0.25	10	0.000204552	1.918607451	0.126920908	0	0.02	0.001
5550	1.04989899	0	1.45762E-12	0.25	10	0.000244683	2.124562707	0.095118994	0	0.02	0.001
5551	1.04969697	0	2.96908E-13	0.25	10	0.000202518	1.908167874	0.128532902	0	0.02	0.001
5552	1.049494949	0	1.66677E-13	0.25	10	0.000187218	1.82964627	0.140657561	0	0.02	0.001
5553	1.049292929	0	8.1222E-14	0.25	10	0.000168168	1.731879863	0.155753845	0	0.02	0.001
5554	1.049090909	0	8.1222E-14	0.25	10	0.000168168	1.731879863	0.155753845	0	0.02	0.001
5555	1.048888889	0	1.36348E-13	0.25	10	0.000181895	1.802331202	0.144875329	0	0.02	0.001
5556	1.048686869	0	1.48764E-13	0.25	10	0.000184205	1.814184163	0.143045093	0	0.02	0.001
5557	1.048484848	0	3.62181E-13	0.25	10	0.000207784	1.93519415	0.124359727	0	0.02	0.001
5558	1.048282828	0	1.37728E-13	0.25	10	0.000182162	1.803700393	0.14466391	0	0.02	0.001
5559	1.048080808	0	1.04844E-13	0.25	10	0.000174933	1.766598748	0.15039284	0	0.02	0.001
5560	1.047878788	0	1.04844E-13	0.25	10	0.000174933	1.766598748	0.15039284	0	0.02	0.001
5561	1.047676768	0	1.11831E-13	0.25	10	0.000176643	1.775372988	0.149037995	0	0.02	0.001
5562	1.047474747	0	5.16631E-14	0.25	10	0.000156178	1.670347766	0.165255124	0	0.02	0.001
5563	1.047272727	0	5.16631E-14	0.25	10	0.000156178	1.670347766	0.165255124	0	0.02	0.001
5564	1.047070707	0	7.11409E-14	0.25	10	0.000164656	1.71385663	0.158536844	0	0.02	0.001
5565	1.046868687	0	6.99669E-14	0.25	10	0.000164215	1.711593661	0.158886273	0	0.02	0.001
5566	1.046666667	0	6.51534E-14	0.25	10	0.000162326	1.701899803	0.160383119	0	0.02	0.001
5567	1.046464646	0	4.40852E-14	0.25	10	0.000151975	1.648775619	0.168586118	0	0.02	0.001
5568	1.046262626	0	1.86156E-13	0.25	10	0.000190147	1.844678375	0.138336427	0	0.02	0.001
5569	1.046060606	0	7.92022E-14	0.25	10	0.0001675	1.728455094	0.156282669	0	0.02	0.001
5570	1.045858586	0	1.30378E-13	0.25	10	0.000180709	1.796242199	0.145815543	0	0.02	0.001
5571	1.045656566	0	9.66511E-14	0.25	10	0.000172777	1.755533276	0.152101479	0	0.02	0.001
5572	1.045454545	0	9.66511E-14	0.25	10	0.000172777	1.755533276	0.152101479	0	0.02	0.001
5573	1.045252525	0	1.49051E-13	0.25	10	0.000184256	1.814445844	0.143004686	0	0.02	0.001
5574	1.045050505	0	4.75214E-13	0.25	10	0.000214982	1.972134789	0.118655658	0	0.02	0.001
5575	1.044848485	0	7.68224E-14	0.25	10	0.000166692	1.724306004	0.156923338	0	0.02	0.001
5576	1.044646465	0	3.46206E-13	0.25	10	0.000206589	1.929059025	0.125307062	0	0.02	0.001
5577	1.044444444	0	3.46206E-13	0.25	10	0.000206589	1.929059025	0.125307062	0	0.02	0.001
5578	1.044242424	0	3.46206E-13	0.25	10	0.000206589	1.929059025	0.125307062	0	0.02	0.001
5579	1.044040404	0	1.03859E-12	0.25	10	0.000235701	2.078466373	0.10223681	0	0.02	0.001
5580	1.043838384	0	2.98343E-13	0.25	10	0.000202646	1.908823964	0.128431594	0	0.02	0.001
5581	1.043636364	0	2.98343E-13	0.25	10	0.000202646	1.908823964	0.128431594	0	0.02	0.001
5582	1.043434343	0	1.53042E-13	0.25	10	0.000184956	1.818039897	0.142449722	0	0.02	0.001
5583	1.043232323	0	1.53042E-13	0.25	10	0.000184956	1.818039897	0.142449722	0	0.02	0.001
5584	1.043030303	0	3.52883E-13	0.25	10	0.000207095	1.93165709	0.124905891	0	0.02	0.001
5585	1.042828283	0	8.06868E-14	0.25	10	0.000167993	1.73098075	0.155892678	0	0.02	0.001
5586	1.042626263	0	1.86224E-12	0.25	10	0.000251175	2.157879061	0.089974557	0	0.02	0.001
5587	1.042424242	0	1.86224E-12	0.25	10	0.000251175	2.157879061	0.089974557	0	0.02	0.001
5588	1.042222222	0	3.69836E-12	0.25	10	0.000269357	2.251190152	0.075566227	0	0.02	0.001
5589	1.042020202	0	5.77492E-12	0.25	10	0.000281166	2.31179667	0.066207867	0	0.02	0.001
5590	1.041818182	0	5.77492E-12	0.25	10	0.000281166	2.31179667	0.066207867	0	0.02	0.001
5591	1.041616162	0	1.55659E-13	0.25	10	0.000185405	1.820345077	0.142093775	0	0.02	0.001
5592	1.041414141	0	7.78421E-13	0.25	10	0.00022806	2.03925096	0.108292131	0	0.02	0.001
5593	1.041212121	0	7.78421E-13	0.25	10	0.00022806	2.03925096	0.108292131	0	0.02	0.001
5594	1.041010101	0	5.43129E-13	0.25	10	0.000218522	1.990301801	0.115850457	0	0.02	0.001
5595	1.040808081	0	8.81261E-13	0.25	10	0.000231348	2.05612669	0.10568632	0	0.02	0.001
5596	1.040606061	0	9.41997E-14	0.25	10	0.000172096	1.752039305	0.15264099	0	0.02	0.001
5597	1.04040404	0	6.88506E-12	0.25	10	0.000285826	2.335709347	0.062515468	0	0.02	0.001
5598	1.04020202	0	6.88506E-12	0.25	10	0.000285826	2.335709347	0.062515468	0	0.02	0.001
5599	1.04	0	9.5998E-14	0.25	1E+30	0.000172597	1.754611155	0.152243866	0	0.02	0.001
5600	1.06	0	2.16325E-12	0.25	1E+30	0.000255146	2.17825627	0.086828076	0	0.02	0.001
5601	1.05979798	0	1.09335E-12	0.25	10	0.000237063	2.085454361	0.101157782	0	0.02	0.001
5602	1.05959596	0	1.24917E-12	0.25	10	0.000240594	2.103574361	0.098359841	0	0.02	0.001
5603	1.059393939	0	1.27376E-12	0.25	10	0.00024111	2.10622615	0.097950374	0	0.02	0.001
5604	1.059191919	0	1.7382E-12	0.25	10	0.000249348	2.148504765	0.091422058	0	0.02	0.001
5605	1.058989899	0	1.00071E-12	0.25	10	0.000234717	2.073413902	0.103016971	0	0.02	0.001
5606	1.058787879	0	2.4179E-12	0.25	10	0.000258095	2.193391737	0.084490982	0	0.02	0.001
5607	1.058585859	0	2.54037E-13	0.25	10	0.000198386	1.886959964	0.131807653	0	0.02	0.001
5608	1.058383838	0	9.5606E-13	0.25	10	0.000233507	2.067206142	0.103975522	0	0.02	0.001
5609	1.058181818	0	6.36206E-12	0.25	10	0.000283732	2.324965293	0.064174477	0	0.02	0.001
5610	1.057979798	0	1.50791E-12	0.25	10	0.000245582	2.129176153	0.094406623	0	0.02	0.001
5611	1.057777778	0	1.50791E-12	0.25	10	0.000245582	2.129176153	0.094406623	0	0.02	0.001
5612	1.057575758	0	1.36897E-12	0.25	10	0.00024302	2.116029374	0.096436641	0	0.02	0.001
5613	1.057373737	0	1.36897E-12	0.25	10	0.00024302	2.116029374	0.096436641	0	0.02	0.001
5614	1.057171717	0	2.29829E-13	0.25	10	0.000195732	1.873340519	0.133910655	0	0.02	0.001
5615	0.556969697	0.5	3.01773E-14	0.25	10	0.00014193	1.597226666	0.176545882	0	0.02	0.001
5616	1.056767677	0	2.38088E-13	0.25	10	0.000196667	1.878141582	0.133169314	0	0.02	0.001
5617	1.056565657	0	2.31248E-13	0.25	10	0.000195895	1.874177586	0.133781402	0	0.02	0.001
5618	1.056363636	0	2.31248E-13	0.25	10	0.000195895	1.874177586	0.133781402	0	0.02	0.001
5619	1.056161616	0	2.85908E-14	0.25	10	0.000140499	1.589882121	0.177679967	0	0.02	0.001
5620	1.055959596	0	4.68088E-13	0.25	10	0.000214582	1.970079932	0.118972952	0	0.02	0.001
5621	1.055757576	0	1.1847E-13	0.25	10	0.000178171	1.783215797	0.147826972	0	0.02	0.001
5622	1.055555556	0	1.1847E-13	0.25	10	0.000178171	1.783215797	0.147826972	0	0.02	0.001
5623	1.055353535	0	5.97734E-13	0.25	10	0.000221061	2.003330437	0.113838682	0	0.02	0.001
5624	1.055151515	0	5.99064E-13	0.25	10	0.00022112	2.003632695	0.11379201	0	0.02	0.001
5625	1.054949495	0	1.00078E-13	0.25	10	0.0001737	1.760272218	0.151369731	0	0.02	0.001
5626	1.054747475	0	1.00078E-13	0.25	10	0.0001737	1.760272218	0.151369731	0	0.02	0.001
5627	1.054545455	0	6.39774E-13	0.25	10	0.000222862	2.012574208	0.112411335	0	0.02	0.001
5628	1.054343434	0	6.00551E-13	0.25	10	0.000221185	2.003969849	0.11373995	0	0.02	0.001
5629	1.054141414	0	8.00878E-13	0.25	10	0.000228814	2.043118914	0.107694874	0	0.02	0.001
5630	1.053939394	0	8.00878E-13	0.25	10	0.000228814	2.043118914	0.107694874	0	0.02	0.001
5631	1.053737374	0	7.12279E-13	0.25	10	0.000225707	2.027174558	0.11015687	0	0.02	0.001
5632	1.053535354	0	7.12279E-13	0.25	10	0.000225707	2.027174558	0.11015687	0	0.02	0.001
5633	1.053333333	0	2.10187E-13	0.25	10	0.000193364	1.861190172	0.135786812	0	0.02	0.001
5634	1.053131313	0	1.01151E-12	0.25	10	0.000235001	2.07487414	0.102791493	0	0.02	0.001
5635	1.052929293	0	1.26477E-12	0.25	10	0.000240922	2.105262466	0.098099178	0	0.02	0.001
5636	1.052727273	0	1.26477E-12	0.25	10	0.000240922	2.105262466	0.098099178	0	0.02	0.001
5637	1.052525253	0	1.22851E-12	0.25	10	0.000240152	2.101306729	0.09870999	0	0.02	0.001
5638	1.052323232	0	1.22851E-12	0.25	10	0.000240152	2.101306729	0.09870999	0	0.02	0.001
5639	1.052121212	0	4.87487E-13	0.25	10	0.000215658	1.975602434	0.118120212	0	0.02	0.001
5640	1.051919192	0	4.87487E-13	0.25	10	0.000215658	1.975602434	0.118120212	0	0.02	0.001
5641	1.051717172	0	4.2704E-13	0.25	10	0.00021215	1.957597963	0.120900315	0	0.02	0.001
5642	1.051515152	0	4.2704E-13	0.25	10	0.00021215	1.957597963	0.120900315	0	0.02	0.001
5643	1.051313131	0	4.47231E-13	0.25	10	0.000213374	1.963880727	0.119930182	0	0.02	0.001
5644	1.051111111	0	4.47231E-13	0.25	10	0.000213374	1.963880727	0.119930182	0	0.02	0.001
5645	1.050909091	0	4.47231E-13	0.25	10	0.000213374	1.963880727	0.119930182	0	0.02	0.001
5646	1.050707071	0	1.43071E-13	0.25	10	0.000183171	1.808877405	0.143864518	0	0.02	0.001
5647	1.050505051	0	1.74103E-13	0.25	10	0.000188373	1.835574238	0.139742213	0	0.02	0.001
5648	1.05030303	0	1.36937E-13	0.25	10	0.00018201	1.80291702	0.144784872	0	0.02	0.001
5649	1.05010101	0	1.36937E-13	0.25	10	0.00018201	1.80291702	0.144784872	0	0.02	0.001
5650	1.04989899	0	1.37598E-13	0.25	10	0.000182137	1.803572735	0.144683622	0	0.02	0.001
5651	1.04969697	0	3.47564E-13	0.25	10	0.000206692	1.929591594	0.125224827	0	0.02	0.001
5652	1.049494949	0	9.84607E-14	0.25	10	0.000173268	1.758055961	0.151711947	0	0.02	0.001
5653	1.049292929	0	9.84607E-14	0.25	10	0.000173268	1.758055961	0.151711947	0	0.02	0.001
5654	1.049090909	0	1.53303E-13	0.25	10	0.000185001	1.81827146	0.142413966	0	0.02	0.001
5655	1.048888889	0	1.53303E-13	0.25	10	0.000185001	1.81827146	0.142413966	0	0.02	0.001
5656	1.048686869	0	1.69178E-13	0.25	10	0.000187613	1.831672092	0.140344751	0	0.02	0.001
5657	1.048484848	0	4.8955E-14	0.25	10	0.000154751	1.66302517	0.166385819	0	0.02	0.001
5658	1.048282828	0	4.8955E-14	0.25	10	0.000154751	1.66302517	0.166385819	0	0.02	0.001
5659	1.048080808	0	6.35239E-14	0.25	10	0.000161655	1.698455306	0.160914989	0	0.02	0.001
5660	1.047878788	0	6.35239E-14	0.25	10	0.000161655	1.698455306	0.160914989	0	0.02	0.001
5661	1.047676768	0	1.40829E-13	0.25	10	0.000182752	1.806729352	0.144196203	0	0.02	0.001
5662	1.047474747	0	1.15159E-12	0.25	10	0.000238438	2.092512918	0.100067858	0	0.02	0.001
5663	1.047272727	0	1.15159E-12	0.25	10	0.000238438	2.092512918	0.100067858	0	0.02	0.001
5664	1.047070707	0	7.85868E-14	0.25	10	0.000167294	1.72739424	0.156446478	0	0.02	0.001
5665	1.046868687	0	7.85868E-14	0.25	10	0.000167294	1.72739424	0.156446478	0	0.02	0.001
5666	1.046666667	0	7.17566E-14	0.25	10	0.000164884	1.71502867	0.158355867	0	0.02	0.001
5667	1.046464646	0	1.78226E-13	0.25	10	0.000188993	1.838758081	0.13925059	0	0.02	0.001
5668	1.046262626	0	5.73539E-13	0.25	10	0.000219966	1.997710855	0.114706412	0	0.02	0.001
5669	1.046060606	0	3.57669E-13	0.25	10	0.000207452	1.933489265	0.124622981	0	0.02	0.001
5670	1.045858586	0	3.33603E-13	0.25	10	0.000205606	1.924015843	0.126085789	0	0.02	0.001
5671	1.045656566	0	8.83888E-13	0.25	10	0.000231427	2.056531564	0.105623803	0	0.02	0.001
5672	1.045454545	0	8.83888E-13	0.25	10	0.000231427	2.056531564	0.105623803	0	0.02	0.001
5673	1.045252525	0	1.83907E-13	0.25	10	0.000189825	1.84302488	0.138591746	0	0.02	0.001
5674	1.045050505	0	1.83907E-13	0.25	10	0.000189825	1.84302488	0.138591746	0	0.02	0.001
5675	1.044848485	0	4.57985E-13	0.25	10	0.000214004	1.967112495	0.119431159	0	0.02	0.001
5676	1.044646465	0	1.96142E-13	0.25	10	0.000191532	1.85178435	0.137239181	0	0.02	0.001
5677	1.044444444	0	4.97247E-13	0.25	10	0.000216183	1.9782985	0.117703908	0	0.02	0.001
5678	1.044242424	0	6.26028E-13	0.25	10	0.000222286	2.009620275	0.112867458	0	0.02	0.001
5679	1.044040404	0	3.20152E-13	0.25	10	0.000204515	1.918418757	0.126950045	0	0.02	0.001
5680	1.043838384	0	1.60015E-13	0.25	10	0.000186137	1.824098581	0.14151419	0	0.02	0.001
5681	1.043636364	0	1.60015E-13	0.25	10	0.000186137	1.824098581	0.14151419	0	0.02	0.001
5682	1.043434343	0	7.88481E-13	0.25	10	0.0002284	2.040997382	0.108022463	0	0.02	0.001
5683	1.043232323	0	8.554E-14	0.25	10	0.00016954	1.738924506	0.154666069	0	0.02	0.001
5684	1.043030303	0	2.51618E-13	0.25	10	0.000198132	1.885658483	0.132008617	0	0.02	0.001
5685	1.042828283	0	7.20285E-13	0.25	10	0.000226003	2.028694549	0.109922165	0	0.02	0.001
5686	1.042626263	0	7.20285E-13	0.25	10	0.000226003	2.028694549	0.109922165	0	0.02	0.001
5687	1.042424242	0	1.68181E-14	0.25	10	0.000126437	1.517716793	0.188823142	0	0.02	0.001
5688	1.042222222	0	1.68181E-14	0.25	10	0.000126437	1.517716793	0.188823142	0	0.02	0.001
5689	1.042020202	0	9.22242E-13	0.25	10	0.000232553	2.062308507	0.104731775	0	0.02	0.001
5690	1.041818182	0	9.48787E-13	0.25	10	0.000233305	2.066167701	0.10413587	0	0.02	0.001
5691	1.041616162	0	9.48787E-13	0.25	10	0.000233305	2.066167701	0.10413587	0	0.02	0.001
5692	1.041414141	0	5.51318E-13	0.25	10	0.000218919	1.99233704	0.115536192	0	0.02	0.001
5693	1.041212121	0	1.87274E-12	0.25	10	0.000251324	2.15864423	0.089856406	0	0.02	0.001
5694	1.041010101	0	1.87274E-12	0.25	10	0.000251324	2.15864423	0.089856406	0	0.02	0.001
5695	1.040808081	0	4.12641E-13	0.25	10	0.000211241	1.95293318	0.121620612	0	0.02	0.001
5696	1.040606061	0	7.56479E-13	0.25	10	0.000227302	2.035362353	0.108892578	0	0.02	0.001
5697	1.04040404	0	7.56479E-13	0.25	10	0.000227302	2.035362353	0.108892578	0	0.02	0.001
5698	1.04020202	0	1.44755E-14	0.25	10	0.000122463	1.497317075	0.191973099	0	0.02	0.001
5699	1.04	0	2.90378E-12	0.25	1E+30	0.000262947	2.218294911	0.080645639	0	0.02	0.001
5700	1.06	0	3.46117E-12	0.25	1E+30	0.0002676	2.242175829	0.076958144	0	0.02	0.001
5701	1.05979798	0	3.15158E-12	0.25	10	0.000265117	2.229432177	0.078925914	0	0.02	0.001
5702	1.05959596	0	3.15158E-12	0.25	10	0.000265117	2.229432177	0.078925914	0	0.02	0.001
5703	1.059393939	0	9.28755E-13	0.25	10	0.000232739	2.063265565	0.104583994	0	0.02	0.001
5704	1.059191919	0	3.7671E-12	0.25	10	0.000269845	2.25369503	0.075179444	0	0.02	0.001
5705	1.058989899	0	3.7671E-12	0.25	10	0.000269845	2.25369503	0.075179444	0	0.02	0.001
5706	1.058787879	0	1.15752E-12	0.25	10	0.000238574	2.093211726	0.099959954	0	0.02	0.001
5707	1.058585859	0	1.08888E-12	0.25	10	0.000236954	2.084897436	0.101243778	0	0.02	0.001
5708	1.058383838	0	2.37201E-12	0.25	10	0.000257587	2.190785548	0.084893408	0	0.02	0.001
5709	1.058181818	0	1.7387E-12	0.25	10	0.000249356	2.14854371	0.091416045	0	0.02	0.001
5710	1.057979798	0	1.92861E-13	0.25	10	0.000191085	1.849490486	0.137593381	0	0.02	0.001
5711	1.057777778	0	1.92861E-13	0.25	10	0.000191085	1.849490486	0.137593381	0	0.02	0.001
5712	1.057575758	0	2.53545E-13	0.25	10	0.000198334	1.886696092	0.131848398	0	0.02	0.001
5713	1.057373737	0	6.64264E-14	0.25	10	0.000162839	1.704531417	0.159976767	0	0.02	0.001
5714	1.057171717	0	3.28318E-13	0.25	10	0.000205183	1.921844147	0.126421124	0	0.02	0.001
5715	0.556969697	0.5	7.57578E-13	0.25	10	0.000227341	2.035559834	0.108862084	0	0.02	0.001
5716	1.056767677	0	7.89339E-13	0.25	10	0.000228429	2.041145238	0.107999632	0	0.02	0.001
5717	1.056565657	0	3.44832E-13	0.25	10	0.000206483	1.928518545	0.125390519	0	0.02	0.001
5718	1.056363636	0	3.44832E-13	0.25	10	0.000206483	1.928518545	0.125390519	0	0.02	0.001
5719	1.056161616	0	4.49622E-13	0.25	10	0.000213515	1.964605861	0.119818213	0	0.02	0.001
5720	1.055959596	0	4.49622E-13	0.25	10	0.000213515	1.964605861	0.119818213	0	0.02	0.001
5721	1.055757576	0	5.59696E-13	0.25	10	0.000219318	1.99438804	0.115219494	0	0.02	0.001
5722	1.055555556	0	1.11612E-12	0.25	10	0.000237609	2.088258466	0.100724796	0	0.02	0.001
5723	1.055353535	0	5.50097E-13	0.25	10	0.00021886	1.992035544	0.115582747	0	0.02	0.001
5724	1.055151515	0	2.03177E-13	0.25	10	0.000192465	1.856577384	0.13649908	0	0.02	0.001
5725	1.054949495	0	4.88038E-12	0.25	10	0.000276706	2.288907616	0.069742206	0	0.02	0.001
5726	1.054747475	0	4.88038E-12	0.25	10	0.000276706	2.288907616	0.069742206	0	0.02	0.001
5727	1.054545455	0	7.93007E-13	0.25	10	0.000228552	2.041775757	0.107902273	0	0.02	0.001
5728	1.054343434	0	7.93007E-13	0.25	10	0.000228552	2.041775757	0.107902273	0	0.02	0.001
5729	1.054141414	0	6.54446E-13	0.25	10	0.000223463	2.01565788	0.11193518	0	0.02	0.001
5730	1.053939394	0	6.27527E-13	0.25	10	0.00022235	2.009945612	0.112817222	0	0.02	0.001
5731	1.053737374	0	1.32772E-12	0.25	10	0.00024221	2.111868346	0.097079152	0	0.02	0.001
5732	1.053535354	0	1.32772E-12	0.25	10	0.00024221	2.111868346	0.097079152	0	0.02	0.001
5733	1.053333333	0	9.37683E-13	0.25	10	0.000232993	2.064566581	0.104383102	0	0.02	0.001
5734	1.053131313	0	1.00159E-12	0.25	10	0.00023474	2.073533258	0.102998541	0	0.02	0.001
5735	1.052929293	0	1.00159E-12	0.25	10	0.00023474	2.073533258	0.102998541	0	0.02	0.001
5736	1.052727273	0	1.24444E-12	0.25	10	0.000240493	2.103058584	0.098439483	0	0.02	0.001
5737	1.052525253	0	3.73876E-13	0.25	10	0.000208626	1.939516456	0.123692312	0	0.02	0.001
5738	1.052323232	0	3.73876E-13	0.25	10	0.000208626	1.939516456	0.123692312	0	0.02	0.001
5739	1.052121212	0	4.90756E-13	0.25	10	0.000215835	1.976511396	0.117979858	0	0.02	0.001
5740	1.051919192	0	7.18939E-13	0.25	10	0.000225953	2.02844021	0.109961438	0	0.02	0.001
5741	1.051717172	0	7.18939E-13	0.25	10	0.000225953	2.02844021	0.109961438	0	0.02	0.001
5742	1.051515152	0	5.88288E-13	0.25	10	0.000220639	2.001163959	0.114173212	0	0.02	0.001
5743	1.051313131	0	5.88288E-13	0.25	10	0.000220639	2.001163959	0.114173212	0	0.02	0.001
5744	1.051111111	0	3.16423E-13	0.25	10	0.000204205	1.916825537	0.127196057	0	0.02	0.001
5745	1.050909091	0	6.30216E-13	0.25	10	0.000222463	2.010527213	0.112727416	0	0.02	0.001
5746	1.050707071	0	2.92076E-13	0.25	10	0.000202083	1.905936351	0.128877475	0	0.02	0.001
5747	1.050505051	0	2.88716E-13	0.25	10	0.000201777	1.904362845	0.129120443	0	0.02	0.001
5748	1.05030303	0	2.33302E-13	0.25	10	0.000196129	1.875379926	0.133595747	0	0.02	0.001
5749	1.05010101	0	2.33302E-13	0.25	10	0.000196129	1.875379926	0.133595747	0	0.02	0.001
5750	1.04989899	0	1.06075E-12	0.25	10	0.000236261	2.081338312	0.101793349	0	0.02	0.001
5751	1.04969697	0	8.87925E-14	0.25	10	0.000170529	1.743999731	0.153882395	0	0.02	0.001
5752	1.049494949	0	8.87925E-14	0.25	10	0.000170529	1.743999731	0.153882395	0	0.02	0.001
5753	1.049292929	0	2.70438E-13	0.25	10	0.000200044	1.895468539	0.130493828	0	0.02	0.001
5754	1.049090909	0	3.34085E-13	0.25	10	0.000205644	1.92421239	0.12605544	0	0.02	0.001
5755	1.048888889	0	3.34085E-13	0.25	10	0.000205644	1.92421239	0.12605544	0	0.02	0.001
5756	1.048686869	0	1.3527E-13	0.25	10	0.000181685	1.801251576	0.145042036	0	0.02	0.001
5757	1.048484848	0	4.33593E-14	0.25	10	0.000151535	1.646517533	0.168934793	0	0.02	0.001
5758	1.048282828	0	3.13067E-14	0.25	10	0.000142904	1.602223854	0.175774258	0	0.02	0.001
5759	1.048080808	0	2.36824E-13	0.25	10	0.000196526	1.877417471	0.133281126	0	0.02	0.001
5760	1.047878788	0	6.22836E-14	0.25	10	0.000161132	1.695773554	0.161329084	0	0.02	0.001
5761	1.047676768	0	6.22836E-14	0.25	10	0.000161132	1.695773554	0.161329084	0	0.02	0.001
5762	1.047474747	0	3.75494E-13	0.25	10	0.000208741	1.940103533	0.12360166	0	0.02	0.001
5763	1.047272727	0	3.75494E-13	0.25	10	0.000208741	1.940103533	0.12360166	0	0.02	0.001
5764	1.047070707	0	1.13143E-13	0.25	10	0.000176952	1.776959032	0.148793091	0	0.02	0.001
5765	1.046868687	0	1.13143E-13	0.25	10	0.000176952	1.776959032	0.148793091	0	0.02	0.001
5766	1.046666667	0	2.02301E-13	0.25	10	0.000192351	1.855989562	0.136589847	0	0.02	0.001
5767	1.046464646	0	1.51064E-13	0.25	10	0.000184612	1.816270661	0.142722913	0	0.02	0.001
5768	1.046262626	0	4.80986E-13	0.25	10	0.000215302	1.973776516	0.118402156	0	0.02	0.001
5769	1.046060606	0	4.80986E-13	0.25	10	0.000215302	1.973776516	0.118402156	0	0.02	0.001
5770	1.045858586	0	3.92303E-13	0.25	10	0.000209901	1.946059261	0.122682026	0	0.02	0.001
5771	1.045656566	0	3.92303E-13	0.25	10	0.000209901	1.946059261	0.122682026	0	0.02	0.001
5772	1.045454545	0	1.38527E-12	0.25	10	0.000243334	2.117639456	0.096188025	0	0.02	0.001
5773	1.045252525	0	1.04976E-12	0.25	10	0.000235985	2.079921994	0.102012045	0	0.02	0.001
